AC	ENSEMBL
Q28D79	ENSXETT00000047916
Q28DB1	ENSXETT00000018153
Q28DF4	ENSXETT00000098732
Q28DH0	ENSXETT00000124086
Q28DI5	ENSXETT00000124229
Q28DT7	ENSXETT00000022912
Q28E13	ENSXETT00000027721
Q28E28	ENSXETT00000108666
Q28EE8	ENSXETT00000078146
Q28EG9	ENSXETT00000116749
Q28EL0	ENSXETT00000114833
Q28EM2	ENSXETT00000112556
Q28EM7	ENSXETT00000040682
Q28EM8	ENSXETT00000063426
Q28ES4	ENSXETT00000073619
Q28EW5	ENSXETT00000055897
Q28F36	ENSXETT00000070046
Q28F39	ENSXETT00000037938
Q28FG4	ENSXETT00000085655
Q28FH2	ENSXETT00000050005
Q28FI8	ENSXETT00000039513
Q28FJ0	ENSXETT00000054866
Q28FJ2	ENSXETT00000054652
Q28GD9	ENSXETT00000044770
Q28GF4	ENSXETT00000053789
Q28GF5	ENSXETT00000075924
Q28GG3	ENSXETT00000047735
Q28GG4	ENSXETT00000020655
Q28GL2	ENSXETT00000017539
Q28GL6	ENSXETT00000069378
Q28GR4	ENSXETT00000054273
Q28H63	ENSXETT00000120340
Q28H87	ENSXETT00000052923
Q28HA8	ENSXETT00000090188
Q28HL3	ENSXETT00000028204
Q28HN4	ENSXETT00000029677
Q28HT3	ENSXETT00000120773
Q28HY5	ENSXETT00000117113
Q28I13	ENSXETT00000056329
Q28I19	ENSXETT00000070488
Q28I39	ENSXETT00000017934
Q28I47	ENSXETT00000066236
Q28IB1	ENSXETT00000023025
Q28IC1	ENSXETT00000099065
Q28ID5	ENSXETT00000049323
Q28IG6	ENSXETT00000034749
Q28IH8	ENSXETT00000068937
Q28IL7	ENSXETT00000045608
Q28IU6	ENSXETT00000003767
Q28IV3	ENSXETT00000032149
Q28IV6	ENSXETT00000012648
Q28J76	ENSXETT00000009421
Q29126	ENSSSCT00065103396
Q29221	ENSSSCT00000075839
Q29RJ0	ENSBTAT00000002929
Q29RK9	ENSBTAT00000137546
Q29RM2	ENSBTAT00000013264
Q29RU2	ENSBTAT00090048948
Q29RU8	ENSBTAT00000056453
Q29RZ9	ENSBTAT00000014007
Q29S00	ENSBTAT00000010509
Q29S05	ENSBTAT00000142522
Q29S14	ENSBTAT00000120542
Q29S17	ENSBTAT00000006862
Q29S20	ENSBTAT00000002457
Q2ACH7	ENSMFAT00000078010
Q2HJ41	ENSBTAT00000022912
Q2HJ55	ENSBTAT00000063243
Q2HJ78	ENSBTAT00000104817
Q2HJ90	ENSBTAT00000043252
Q2HJ91	ENSBTAT00000018512
Q2HJ96	ENSBTAT00000001224
Q2HJE0	ENSBTAT00000000651
Q2HJH8	ENSBTAT00000020352
Q2IBD0	ENSRNOT00000163353
Q2IBE0	ENSPPYT00000054234
Q2IBE7	ENSGGOT00000012203
Q2KHT6	ENSBTAT00000153914
Q2KHU9	ENSBTAT00000030821
Q2KHV6	ENSBTAT00000018213
Q2KHW8	ENSBTAT00085051457
Q2KHX4	ENSBTAT00000025985
Q2KHY8	ENSBTAT00000106304
Q2KI06	ENSBTAT00000111040
Q2KI08	ENSBTAT00000150947
Q2KI54	ENSBTAT00090010279
Q2KI75	ENSBTAT00000043110
Q2KI80	ENSBTAT00000023093
Q2KI83	ENSBTAT00000017926
Q2KI85	ENSBTAT00090078377
Q2KIA3	ENSBTAT00000150962
Q2KID7	ENSBTAT00000035535
Q2KID8	ENSBTAT00000001168
Q2KIG4	ENSBTAT00000018376
Q2KIH1	ENSBTAT00000048740
Q2KIJ1	ENSBTAT00000039347
Q2KIJ8	ENSBTAT00000020262
Q2KIJ9	ENSBTAT00000076246
Q2KIK3	ENSBTAT00000019303
Q2KIM1	ENSBTAT00000024937
Q2KIN3	ENSBTAT00000128461
Q2KIR4	ENSBTAT00000021677
Q2KIS9	ENSBTAT00090040157
Q2KIT0	ENSBTAT00000154667
Q2KIU3	ENSBTAT00000102547
Q2KIU7	ENSBTAT00000012563
Q2KIV0	ENSBTAT00000088819
Q2KIW3	ENSBTAT00000046653
Q2KIX2	ENSBTAT00000112504
Q2KIX7	ENSBTAT00000149445
Q2KIY0	ENSBTAT00000072353
Q2KIZ9	ENSBTAT00085033028
Q2KJ24	ENSBTAT00000019137
Q2KJ38	ENSBTAT00000093577
Q2KJ69	ENSBTAT00000142573
Q2KJB6	ENSBTAT00000028091
Q2KJB9	ENSBTAT00000033028
Q2KJF7	ENSBTAT00000028914
Q2KMM2	ENSRNOT00000057079
Q2L6K8	ENSDART00000078192
Q2L969	ENSSSCT00000102228
Q2LL16	ENSMMUT00000090085
Q2M1K5	ENSRNOT00000009199
Q2M243	ENST00000294600
Q2M2S5	ENSBTAT00000152476
Q2M2S6	ENSBTAT00000031534
Q2M2T9	ENSBTAT00000007813
Q2M2U4	ENSBTAT00000007327
Q2NKR3	ENSBTAT00000022619
Q2NKS2	ENSBTAT00000020832
Q2NKS3	ENSBTAT00000000055
Q2NKT1	ENSBTAT00000004412
Q2NKU3	ENSBTAT00000080736
Q2NL16	ENSBTAT00000141825
Q2NL23	ENSBTAT00000131280
Q2NL24	ENSBTAT00000013953
Q2PG37	ENSMFAT00000026158
Q2PG42	ENSMFAT00000062836
Q2Q0J1	ENSBTAT00000039223
Q2QD15	ENSPTRT00000078226
Q2QL86	ENSMICT00000005738
Q2QL92	ENSMICT00000034327
Q2QLA1	ENSMODT00000020118
Q2QLD7	ENSSSCT00000057393
Q2QLE8	ENSPTRT00000095303
Q2QLF4	ENSPTRT00000048409
Q2QLG2	ENSCJAT00000009753
Q2T9N4	ENSBTAT00000012411
Q2T9P5	ENSBTAT00000018165
Q2T9P9	ENSBTAT00000009254
Q2T9Q2	ENSBTAT00000021793
Q2T9T5	ENSBTAT00000043967
Q2T9W3	ENSBTAT00000045892
Q2T9W4	ENSBTAT00000014947
Q2T9W7	ENSBTAT00000018489
Q2T9W9	ENSBTAT00000001617
Q2TA05	ENSBTAT00000040290
Q2TA35	ENSBTAT00000004567
Q2TA39	ENSBTAT00000023779
Q2TA51	ENSMUST00000097942
Q2TA57	ENSMUST00000106340
Q2TAM9	ENST00000358022
Q2TBG9	ENSBTAT00000013741
Q2TBH6	ENSBTAT00000005990
Q2TBJ0	ENSBTAT00000028244
Q2TBJ9	ENSBTAT00000026444
Q2TBK3	ENSBTAT00090027351
Q2TBQ6	ENSBTAT00000034833
Q2TBR9	ENSBTAT00000148571
Q2TBU5	ENSBTAT00000004003
Q2TBW5	ENSBTAT00000096712
Q2VL50	ENSPCOT00000030670
Q2VL62	ENSPTRT00000077320
Q2WG79	ENSDART00000103631
Q2YDH9	ENSBTAT00000045806
Q2YDJ2	ENSBTAT00000008631
Q2YDJ5	ENSBTAT00000050635
Q2YDK0	ENSBTAT00000002359
Q2YDK4	ENSBTAT00000045015
Q2YFS1	ENSMUST00000164886
Q30KJ2	ENSRNOT00000046156
Q30KJ3	ENSPTRT00000059955
Q30KJ8	ENSPTRT00000029705
Q30KJ9	ENSPTRT00000061786
Q30KK0	ENSPTRT00000024383
Q30KK1	ENSPTRT00000024382
Q30KK4	ENSPTRT00000024803
Q30KK5	ENSPTRT00000024802
Q30KK6	ENSPTRT00000059187
Q30KL1	ENSPTRT00000062199
Q30KL4	ENSPTRT00000061696
Q30KL5	ENSPTRT00000033771
Q30KM9	ENSMUST00000100491
Q30KN3	ENSMUST00000098908
Q30KN4	ENSMUST00000100490
Q30KP5	ENSMUST00000097818
Q30KP9	ENST00000382208
Q30KQ7	ENST00000398718
Q30KT5	ENSCAFT00000108341
Q32KM6	ENSBTAT00000110661
Q32KN5	ENSBTAT00000068279
Q32KP1	ENSBTAT00000009419
Q32KP7	ENSBTAT00000054304
Q32KQ2	ENSBTAT00000019520
Q32KU6	ENSBTAT00000063874
Q32KY8	ENSBTAT00000007708
Q32KZ5	ENSBTAT00000013313
Q32L15	ENSBTAT00000021020
Q32L76	ENSBTAT00000003858
Q32L78	ENSBTAT00000019999
Q32L79	ENSBTAT00000008739
Q32L86	ENSBTAT00085049087
Q32L91	ENSBTAT00000025932
Q32L94	ENSBTAT00000048714
Q32L96	ENSBTAT00000143447
Q32LB7	ENSBTAT00000018250
Q32LH1	ENSBTAT00000127385
Q32LM4	ENSBTAT00000024410
Q32LM5	ENSBTAT00000037876
Q32LM8	ENSBTAT00000035896
Q32LN3	ENSBTAT00000055488
Q32LN6	ENSBTAT00000036647
Q32LR5	ENSDART00000061585
Q32LS6	ENSDART00000082260
Q32M26	ENSMUST00000098768
Q32M84	ENST00000260723
Q32P59	ENSBTAT00085051735
Q32P76	ENSBTAT00000048677
Q32PA8	ENSBTAT00000022993
Q32PB1	ENSBTAT00000027123
Q32PB9	ENSBTAT00000042547
Q32PD0	ENSBTAT00000027167
Q32PD8	ENSBTAT00000136866
Q32PD9	ENSBTAT00000047769
Q32PE7	ENSBTAT00000005871
Q32PG9	ENSBTAT00000035207
Q32PL1	ENSDART00000022356
Q32PP9	ENSDART00000104532
Q32PY9	ENSRNOT00000116956
Q32ZF7	ENSRNOT00000040406
Q32ZF8	ENSRNOT00000050296
Q32ZG1	ENSRNOT00000058031
Q32ZG2	ENSRNOT00000059211
Q32ZG3	ENSRNOT00000031683
Q32ZH2	ENSRNOT00000031922
Q32ZH4	ENSRNOT00000060803
Q32ZH8	ENSRNOT00000058071
Q32ZH9	ENSRNOT00000128035
Q32ZI0	ENSRNOT00000058063
Q32ZI1	ENSRNOT00000058059
Q32ZI2	ENSRNOT00000058061
Q35544	ENSPMAT00000014139
Q3B736	ENSDART00000063544
Q3B748	ENSDART00000077707
Q3B7D9	ENSRNOT00055000998
Q3B7G7	ENSDART00000064212
Q3B7K9	ENSRNOT00000030224
Q3B7M1	ENSBTAT00000011036
Q3B7S5	ENST00000579022
Q3B7U2	ENSRNOT00000087784
Q3B807	ENSMUST00000160436
Q3C1V0	ENST00000529108
Q3C1V1	ENST00000379011
Q3C2I0	ENSBTAT00000000977
Q3KNY5	ENSMUST00000029785
Q3KQJ0	ENSMUST00000069674
Q3KR53	ENSRNOT00000076094
Q3KRA6	ENST00000334816
Q3KRF3	ENSRNOT00055035887
Q3LHN0	ENST00000416044
Q3LHN1	ENST00000444335
Q3LI54	ENST00000382822
Q3LI58	ENST00000335093
Q3LI60	ENST00000382826
Q3LI62	ENST00000382828
Q3LI63	ENST00000334664
Q3LI68	ENST00000382830
Q3LU41	ENSTGET00000024340
Q3MHH6	ENSBTAT00000079932
Q3MHJ7	ENSBTAT00000033712
Q3MHL8	ENSBTAT00000008884
Q3MHM8	ENSBTAT00000001883
Q3MHX1	ENSBTAT00000021846
Q3MIC0	ENSBTAT00000133385
Q3MIP1	ENST00000381440
Q3MIV0	ENST00000334680
Q3SA46	ENSXETT00000028708
Q3SB05	ENSPTXT00000009319
Q3SWT5	ENSRNOT00000073268
Q3SWX0	ENSBTAT00000079943
Q3SWY4	ENSBTAT00000013854
Q3SWZ8	ENSBTAT00000000389
Q3SX13	ENSBTAT00000074880
Q3SX46	ENSBTAT00000028542
Q3SXM0	ENST00000333141
Q3SYR5	ENSBTAT00000027391
Q3SYR7	ENSBTAT00000019298
Q3SYS7	ENSBTAT00000001065
Q3SYV7	ENSBTAT00000026567
Q3SYY7	ENSBTAT00000027443
Q3SZ10	ENSBTAT00000012541
Q3SZ16	ENSBTAT00000143328
Q3SZ22	ENSBTAT00000026420
Q3SZ44	ENSBTAT00000038247
Q3SZ59	ENSBTAT00000020267
Q3SZ72	ENSBTAT00085020218
Q3SZ85	ENSBTAT00000148945
Q3SZ87	ENSBTAT00000154702
Q3SZ89	ENSBTAT00000034572
Q3SZ97	ENSBTAT00000142310
Q3SZA9	ENSBTAT00000006331
Q3SZC0	ENSBTAT00000023664
Q3SZF0	ENSBTAT00000146746
Q3SZI4	ENSBTAT00000032851
Q3SZK0	ENSBTAT00000024921
Q3SZL9	ENSBTAT00000001660
Q3SZM3	ENSBTAT00000102159
Q3SZQ3	ENSBTAT00000019506
Q3SZQ6	ENSBTAT00000020323
Q3SZR0	ENSBTAT00000032947
Q3SZR9	ENSBTAT00000003131
Q3SZT4	ENSBTAT00000009602
Q3SZV5	ENSBTAT00000018626
Q3SZZ5	ENSBTAT00000003002
Q3T003	ENSBTAT00000124180
Q3T020	ENSBTAT00000048145
Q3T021	ENSBTAT00000009510
Q3T025	ENSBTAT00000055065
Q3T026	ENSBTAT00000014919
Q3T051	ENSBTAT00000049315
Q3T073	ENSBTAT00000129326
Q3T0A0	ENSBTAT00000009303
Q3T0B7	ENSBTAT00000108121
Q3T0D5	ENSBTAT00000021651
Q3T0D6	ENSBTAT00000089640
Q3T0G5	ENSBTAT00000039812
Q3T0M2	ENSBTAT00085000915
Q3T0T8	ENSBTAT00000152410
Q3T0U7	ENSBTAT00085025237
Q3T0Z3	ENSBTAT00000068472
Q3T0Z4	ENSBTAT00090024925
Q3T110	ENSBTAT00000026585
Q3T130	ENSBTAT00000140843
Q3T138	ENSBTAT00000096294
Q3T171	ENSBTAT00000075433
Q3T183	ENSBTAT00000136018
Q3T1I2	ENSRNOT00000009551
Q3T1I3	ENSRNOT00000040393
Q3TAP4	ENSMUST00000096318
Q3TB48	ENSMUST00000061450
Q3TBN1	ENSMUST00000065329
Q3TC33	ENSMUST00000022063
Q3TFQ1	ENSMUST00000022497
Q3TMW1	ENSMUST00000077955
Q3TS39	ENSMUST00000097617
Q3TTI8	ENSMUST00000100926
Q3TV70	ENSMUST00000095273
Q3TW96	ENSMUST00000102925
Q3TY60	ENSMUST00000095974
Q3TYE7	ENSMUST00000061833
Q3TYP4	ENSMUST00000097742
Q3TYV2	ENSMUST00000100584
Q3TYX2	ENSMUST00000096257
Q3TZ65	ENSMUST00000095464
Q3TZI6	ENSMUST00000025983
Q3U0L2	ENSMUST00000123325
Q3U0Y2	ENSMUST00000094712
Q3U1D9	ENSMUST00000095323
Q3U269	ENSMUST00000107770
Q3U2E2	ENSMUST00000039812
Q3U3E2	ENSMUST00000036540
Q3U3S3	ENSMUST00000028035
Q3U4G0	ENSMUST00000110918
Q3U4I7	ENSMUST00000076505
Q3U6N9	ENSMUST00000071792
Q3U7U4	ENSMUST00000098758
Q3UD01	ENSMUST00000099276
Q3UE31	ENSMUST00000047144
Q3UG98	ENSMUST00000103038
Q3UGP9	ENSMUST00000078717
Q3UHB8	ENSMUST00000073251
Q3UHD2	ENSMUST00000055341
Q3UHH2	ENSMUST00000040336
Q3UHI4	ENSMUST00000037418
Q3UHK3	ENSMUST00000048064
Q3UJB3	ENSMUST00000022064
Q3UJZ3	ENSMUST00000035240
Q3ULG3	ENSMUST00000094544
Q3UM89	ENSMUST00000096265
Q3UMF9	ENSMUST00000029908
Q3UNZ8	ENSMUST00000046743
Q3UP23	ENSMUST00000080995
Q3UPL5	ENSMUST00000099689
Q3UPL6	ENSMUST00000087923
Q3UPR9	ENSMUST00000040695
Q3UQA7	ENSMUST00000102646
Q3UQS2	ENSMUST00000095760
Q3UR50	ENSMUST00000096197
Q3URD2	ENSMUST00000057870
Q3URE8	ENSMUST00000238377
Q3URK1	ENSMUST00000094348
Q3URQ7	ENSMUST00000116415
Q3URS3	ENSMUST00000185691
Q3US16	ENSMUST00000112188
Q3USL1	ENSMUST00000061878
Q3UTD9	ENSMUST00000095458
Q3UUA0	ENSMUST00000086615
Q3UV16	ENSMUST00000178344
Q3UVV9	ENSMUST00000033180
Q3UW21	ENSMUST00000025061
Q3UW31	ENSMUST00000118254
Q3UW41	ENSMUST00000099095
Q3UW55	ENSMUST00000099096
Q3UY23	ENSMUST00000042391
Q3UYG1	ENSMUST00000101588
Q3UZB0	ENSMUST00000096321
Q3V036	ENSMUST00000047207
Q3V038	ENSMUST00000036116
Q3V0C3	ENSMUST00000096633
Q3V0E1	ENSMUST00000030163
Q3V0G7	ENSMUST00000137381
Q3V0L5	ENSMUST00000094327
Q3V0M2	ENSMUST00000213547
Q3V0X1	ENSMUST00000101433
Q3V0Y1	ENSMUST00000088146
Q3V125	ENSMUST00000095326
Q3V1L6	ENSMUST00000054356
Q3V209	ENSMUST00000036376
Q3V2C1	ENSMUST00000062683
Q3V2D2	ENSMUST00000096570
Q3V2G4	ENSMUST00000098713
Q3V2K1	ENSMUST00000101358
Q3V2T4	ENSMUST00000098559
Q3V4B5	ENSMUST00000100339
Q3ZB90	ENSDART00000035101
Q3ZBB6	ENSBTAT00000070758
Q3ZBD2	ENSBTAT00000019138
Q3ZBE0	ENSBTAT00000033191
Q3ZBE1	ENSBTAT00000021138
Q3ZBG7	ENSBTAT00000017007
Q3ZBJ9	ENSBTAT00000111142
Q3ZBN0	ENSBTAT00000001895
Q3ZBP0	ENSBTAT00000028797
Q3ZBR5	ENSBTAT00000013634
Q3ZBX1	ENSBTAT00000034135
Q3ZBY2	ENSBTAT00085072509
Q3ZC22	ENSBTAT00000145517
Q3ZC34	ENSBTAT00000023705
Q3ZC49	ENSBTAT00000053822
Q3ZC61	ENSBTAT00000065893
Q3ZC78	ENSBTAT00000028439
Q3ZCA1	ENSBTAT00000089532
Q3ZCC5	ENSBTAT00000021769
Q3ZCF2	ENSBTAT00000010690
Q3ZCH9	ENSBTAT00000023026
Q3ZCI3	ENSBTAT00000002158
Q3ZCK8	ENSBTAT00000019802
Q3ZCQ0	ENSRNOT00055020996
Q3ZCU0	ENST00000321844
Q3ZCV2	ENST00000371273
Q400C9	ENSRNOT00000124296
Q402B2	ENSMUST00000035622
Q495Y8	ENST00000507918
Q497B2	ENSRNOT00000011329
Q497B3	ENSRNOT00000073236
Q497C3	ENSRNOT00000037381
Q497K7	ENSMUST00000042172
Q497N7	ENSMUST00000160279
Q497Q6	ENSMUST00000053458
Q498C7	ENSRNOT00000137439
Q498D9	ENSRNOT00000065811
Q498R7	ENSRNOT00055049018
Q498T4	ENSRNOT00000024380
Q498U0	ENSRNOT00000019647
Q498W5	ENSDART00000043522
Q499M5	ENSRNOT00000025011
Q499U2	ENSRNOT00055031322
Q499V8	ENSRNOT00000005791
Q49AM3	ENST00000233623
Q49LS3	ENSPTRT00000062425
Q49LS7	ENSTNIT00000006558
Q4AC99	ENST00000378832
Q4FJU9	ENSMUST00000072933
Q4FZG7	ENSMUST00000045976
Q4FZV7	ENSRNOT00000082722
Q4G0G5	ENST00000379204
Q4G0N0	ENST00000373793
Q4G0N7	ENST00000368656
Q4H3P5	ENSCINT00000037143
Q4JQH6	ENSTNIT00000003425
Q4JQI0	ENSTNIT00000001678
Q4KL18	ENSMUST00000064347
Q4KL35	ENSMUST00000115695
Q4KL78	ENSMUST00000070223
Q4KLY8	ENSRNOT00000041600
Q4KLZ1	ENSRNOT00000030290
Q4KM45	ENSRNOT00000028859
Q4KM93	ENSRNOT00000039074
Q4KM95	ENSRNOT00000013575
Q4KMD3	ENSDART00000172191
Q4KMJ1	ENSDART00000050831
Q4KUS1	ENSMUST00000109338
Q4QQM4	ENSMUST00000090554
Q4QQR9	ENSRNOT00000008687
Q4QQS3	ENSRNOT00055021806
Q4QQT2	ENSRNOT00000015366
Q4QR71	ENSRNOT00055018837
Q4QR76	ENSRNOT00000022291
Q4QR77	ENSRNOT00000013335
Q4QR80	ENSRNOT00000014933
Q4QR82	ENSRNOT00000003836
Q4QR87	ENSRNOT00000089965
Q4QY38	ENST00000382205
Q4R2Y2	ENSMFAT00000078129
Q4R309	ENSMFAT00000067790
Q4R327	ENSMFAT00000094116
Q4R372	ENSMFAT00000002415
Q4R374	ENSMFAT00000016431
Q4R495	ENSMFAT00000010889
Q4R4E0	ENSMFAT00000004233
Q4R4I5	ENSMFAT00000094749
Q4R4K5	ENSMFAT00000033124
Q4R4X9	ENSMFAT00000028958
Q4R4Z3	ENSMFAT00000099914
Q4R541	ENSMFAT00000074118
Q4R5C2	ENSMFAT00000005831
Q4R5E2	ENSMFAT00000092685
Q4R5E6	ENSMFAT00000001937
Q4R5I3	ENSMFAT00000082924
Q4R5J1	ENSMFAT00000082209
Q4R5J4	ENSMFAT00000022416
Q4R5Y0	ENSMFAT00000020389
Q4R615	ENSMFAT00000086578
Q4R623	ENSMFAT00000069624
Q4R6I6	ENSMFAT00000024671
Q4R6J2	ENSMFAT00000083635
Q4R6N3	ENSMFAT00000003181
Q4R6V5	ENSMFAT00000033218
Q4R723	ENSMFAT00000096733
Q4R7B9	ENSMFAT00000023396
Q4R7L6	ENSMFAT00000017903
Q4R7R1	ENSMFAT00000016984
Q4R7Y5	ENSMFAT00000101818
Q4R7Z5	ENSMFAT00000010209
Q4R837	ENSMFAT00000033316
Q4R882	ENSMFAT00000067434
Q4R8D2	ENSMFAT00000098093
Q4R8M9	ENSMFAT00000015082
Q4R8Y5	ENSMFAT00000022132
Q4R992	ENSMFAT00000093772
Q4R998	ENSMFAT00000085756
Q4RGM4	ENSTNIT00000022188
Q4RSM6	ENSTNIT00000019265
Q4RY26	ENSTNIT00000017786
Q4S3C1	ENSTNIT00000016389
Q4SG99	ENSTNIT00000012939
Q4SQJ2	ENSTNIT00000010464
Q4SSF5	ENSTNIT00000009974
Q4SUE2	ENSTNIT00000009509
Q4T2X8	ENSTNIT00000007471
Q4TUC0	ENSCAFT00000027169
Q4TZH2	ENSBGRT00000014436
Q4V321	ENST00000612958
Q4V326	ENST00000621907
Q4V7A5	ENSRNOT00055036133
Q4V7A8	ENSRNOT00055003664
Q4V7B0	ENSRNOT00000020660
Q4V7B4	ENSRNOT00000037048
Q4V7B5	ENSRNOT00000009833
Q4V7B8	ENSRNOT00000060822
Q4V7C4	ENSRNOT00000074493
Q4V7D8	ENSRNOT00000131796
Q4V7E2	ENSRNOT00000094212
Q4V893	ENSRNOT00000001371
Q4V897	ENSRNOT00000012781
Q4V8B5	ENSRNOT00000125813
Q4V8B7	ENSRNOT00055036170
Q4V8C4	ENSRNOT00000003068
Q4V8C9	ENSRNOT00000163683
Q4V8E5	ENSRNOT00000021208
Q4V8F1	ENSRNOT00000031157
Q4V8I4	ENSRNOT00055036277
Q4V8S3	ENSDART00000053880
Q4V8S9	ENSDART00000077383
Q4V8V1	ENSDART00000003418
Q4V8X0	ENSDART00000077209
Q4V8Z3	ENSDART00000082222
Q4V921	ENSDART00000054462
Q4VA45	ENSMUST00000159348
Q4VA55	ENSMUST00000113041
Q4VAB4	ENSMUST00000118882
Q4VBF2	ENSMUST00000045628
Q4VBI2	ENSDART00000057865
Q4VC31	ENST00000291458
Q4VC39	ENST00000311755
Q4W4Y0	ENST00000325192
Q4W5G0	ENST00000603357
Q501L1	ENSXETT00000011859
Q501L3	ENSRNOT00000034482
Q502C1	ENSDART00000159347
Q502G2	ENSDART00000102430
Q502H1	ENSDART00000165048
Q502I1	ENSDART00000075420
Q502K9	ENSDART00000143486
Q502P0	ENSDART00000169013
Q502X0	ENST00000410014
Q503H1	ENSDART00000158059
Q503L1	ENSDART00000062930
Q503L4	ENSDART00000016702
Q503N2	ENSDART00000059308
Q503P2	ENSDART00000082087
Q503U0	ENSDART00000003583
Q503X2	ENSDART00000081765
Q503Y4	ENSDART00000167376
Q503Y8	ENSDART00000049633
Q504E7	ENSDART00000078824
Q504G0	ENSDART00000045533
Q505F5	ENSMUST00000030894
Q505I5	ENSRNOT00000012253
Q505K2	ENSMUST00000094148
Q52KP5	ENSMUST00000093853
Q52QI2	ENSBTAT00000065107
Q52QT8	ENSSSCT00000018536
Q537H7	ENST00000332912
Q53CG4	ENSMMUT00000023552
Q53LP3	ENST00000356454
Q53RE8	ENST00000393537
Q53SZ7	ENST00000335524
Q561K4	ENSRNOT00000013963
Q561X0	ENSDART00000052351
Q561Y0	ENSDART00000054318
Q566C5	ENSRNOT00000018101
Q566L8	ENSXETT00000032976
Q566M1	ENSXETT00000015410
Q566Q8	ENSRNOT00000027869
Q566R2	ENSRNOT00000022425
Q566R3	ENSRNOT00055040465
Q566V0	ENSDART00000017770
Q566Y1	ENSDART00000002498
Q567Y6	ENSDART00000016709
Q567Z6	ENSDART00000158036
Q568B8	ENSDART00000055140
Q568T4	ENSDART00000169685
Q568Y5	ENSRNOT00000087834
Q568Z0	ENSRNOT00000010024
Q568Z9	ENSRNOT00000014441
Q569A3	ENSRNOT00000028972
Q569B5	ENSRNOT00065052378
Q569B7	ENSRNOT00000035323
Q569G3	ENST00000340147
Q569K6	ENST00000338306
Q56JX5	ENSBTAT00000018414
Q56JY1	ENSBTAT00000018888
Q56JY9	ENSBTAT00090086151
Q56JZ9	ENSBTAT00000007090
Q56K04	ENSBTAT00000063903
Q56TU0	ENSGMOT00000035463
Q587J6	ENSMUST00000154279
Q587K4	ENSRNOT00000061185
Q588F9	ENSORLT00000012053
Q588G0	ENSTRUT00000034211
Q58CR1	ENSBTAT00000010261
Q58CT4	ENSBTAT00000028052
Q58CU3	ENSBTAT00000006679
Q58CY8	ENSBTAT00085026300
Q58CZ2	ENSBTAT00085082300
Q58D63	ENSBTAT00000087867
Q58DF6	ENSBTAT00000065646
Q58DG5	ENSBTAT00000104118
Q58DM7	ENSBTAT00000006434
Q58DR6	ENSBTAT00000023976
Q58DS3	ENSBTAT00000151880
Q58DS4	ENSBTAT00000036824
Q58DT0	ENSBTAT00000016534
Q58DT8	ENSBTAT00000020021
Q58DU8	ENSBTAT00000073874
Q58DW3	ENSBTAT00000024788
Q58EK3	ENSDART00000077053
Q58EL0	ENSDART00000103146
Q5BIM2	ENSBTAT00000015139
Q5BIP2	ENSBTAT00090038739
Q5BIP5	ENSBTAT00000025164
Q5BIR5	ENSBTAT00000001597
Q5BIZ0	ENSXETT00000002145
Q5BJ10	ENSDART00000042481
Q5BJ48	ENSXETT00000003150
Q5BJB7	ENSDART00000066303
Q5BJI6	ENSDART00000075491
Q5BJJ8	ENSDART00000060594
Q5BJN9	ENSRNOT00000006784
Q5BJQ6	ENSRNOT00000055101
Q5BJR4	ENSRNOT00000054794
Q5BJS2	ENSRNOT00000019057
Q5BJS9	ENSRNOT00000037490
Q5BJT1	ENSRNOT00000043535
Q5BJT2	ENSRNOT00000061229
Q5BJW3	ENSRNOT00000150448
Q5BJX5	ENSRNOT00000012066
Q5BK01	ENSRNOT00000036766
Q5BK10	ENSRNOT00000047853
Q5BK22	ENSRNOT00000002797
Q5BK43	ENSRNOT00000012632
Q5BK60	ENSRNOT00000010484
Q5BKH4	ENSXETT00000017843
Q5BKI6	ENSXETT00000047089
Q5BKJ7	ENSXETT00000050639
Q5BKM4	ENSXETT00000018272
Q5BKM6	ENSXETT00000089419
Q5BKU9	ENST00000374741
Q5BKY1	ENST00000361484
Q5BKY9	ENST00000445716
Q5BL21	ENSDART00000041841
Q5BL44	ENSXETT00000041138
Q5BLB7	ENSDART00000019379
Q5BLD8	ENSDART00000025198
Q5BLF0	ENSDART00000021299
Q5BMD4	ENSRNOT00055016475
Q5CZK2	ENSPTRT00000019501
Q5CZK5	ENSPTRT00000001585
Q5CZK6	ENSPTRT00000038399
Q5D014	ENSDART00000055787
Q5D016	ENSDART00000126621
Q5DJT8	ENST00000605791
Q5DQQ6	ENSMUST00000088260
Q5DTT4	ENSMUST00000113631
Q5E936	ENSBTAT00000014645
Q5E977	ENSBTAT00000016141
Q5E996	ENSBTAT00000123936
Q5E9A0	ENSBTAT00085005940
Q5E9A5	ENSBTAT00000035803
Q5E9A6	ENSBTAT00000140084
Q5E9A9	ENSBTAT00000022696
Q5E9F5	ENSBTAT00000002674
Q5E9G6	ENSBTAT00000008831
Q5E9H1	ENSBTAT00000105530
Q5E9H8	ENSBTAT00000023635
Q5E9I1	ENSBTAT00000008669
Q5E9J3	ENSBTAT00000027515
Q5E9K1	ENSBTAT00000024561
Q5E9L3	ENSBTAT00000043779
Q5E9X7	ENSBTAT00000068329
Q5EA03	ENSBTAT00000030501
Q5EA18	ENSBTAT00000009094
Q5EA26	ENSBTAT00000002952
Q5EA33	ENSBTAT00000048242
