AC	ENSEMBL
Q5E9J1	ENSBTAT00085018357
Q5E9J1	ENSBTAT00085029126
Q5E9J1	ENSBTAT00085037226
Q5E9J1	ENSBTAT00085044501
Q5E9J1	ENSBTAT00085054102
Q5E9J1	ENSBTAT00085060638
Q5E9J1	ENSBTAT00085060923
Q5E9J1	ENSBTAT00085084166
Q5E9J1	ENSBTAT00090044006
Q5E9J1	ENSBTAT00090044035
Q5E9J1	ENSBTAT00090044042
Q5E9J1	ENSBTAT00090044053
Q5E9J1	ENSBTAT00090044064
Q5E9J1	ENSBTAT00090044071
Q5E9J1	ENSBTAT00090044084
Q5E9J1	ENSBTAT00090044089
Q5E9J1	ENSBTAT00090044099
Q5E9J1	ENSBTAT00090044108
Q5E9J4	ENSBTAT00000137922
Q5E9J7	ENSBTAT00000037717
Q5E9J7	ENSBTAT00085047597
Q5E9J7	ENSBTAT00090047889
Q5E9K0	ENSBTAT00000070663
Q5E9K0	ENSBTAT00085086668
Q5E9K0	ENSBTAT00090075907
Q5E9K7	ENSBTAT00000006455
Q5E9K7	ENSBTAT00085052564
Q5E9K7	ENSBTAT00090037927
Q5E9N0	ENSBTAT00000013326
Q5E9N0	ENSBTAT00085073179
Q5E9P5	ENSBTAT00090037999
Q5E9Q3	ENSBTAT00000069946
Q5E9Q3	ENSBTAT00085007346
Q5E9Q7	ENSBTAT00000002427
Q5E9Q7	ENSBTAT00085088473
Q5E9Q7	ENSBTAT00090048176
Q5E9R1	ENSBTAT00000005194
Q5E9R1	ENSBTAT00085070211
Q5E9R1	ENSBTAT00090060190
Q5E9T1	ENSBTAT00000006812
Q5E9T1	ENSBTAT00000087615
Q5E9T1	ENSBTAT00000101975
Q5E9T1	ENSBTAT00000107359
Q5E9T1	ENSBTAT00000129147
Q5E9T1	ENSBTAT00085014299
Q5E9T1	ENSBTAT00085032881
Q5E9T1	ENSBTAT00085063975
Q5E9T1	ENSBTAT00085063981
Q5E9T1	ENSBTAT00085077558
Q5E9T1	ENSBTAT00090068639
Q5E9T1	ENSBTAT00090068648
Q5E9T1	ENSBTAT00090068651
Q5E9T1	ENSBTAT00090068658
Q5E9T1	ENSBTAT00090068663
Q5E9T4	ENSBTAT00000044036
Q5E9T4	ENSBTAT00085065891
Q5E9T4	ENSBTAT00090018189
Q5E9T5	ENSBTAT00000028319
Q5E9T5	ENSBTAT00085023733
Q5E9T6	ENSBTAT00000006728
Q5E9T6	ENSBTAT00085010933
Q5E9T6	ENSBTAT00090072288
Q5E9U3	ENSBTAT00000012416
Q5E9U4	ENSBTAT00000006849
Q5E9U4	ENSBTAT00090025676
Q5E9V3	ENSBTAT00000003330
Q5E9V3	ENSBTAT00085080984
Q5E9V3	ENSBTAT00090006290
Q5E9X4	ENSBTAT00000007978
Q5E9X4	ENSBTAT00085007598
Q5E9X4	ENSBTAT00090074458
Q5E9X5	ENSBTAT00000153493
Q5E9X5	ENSBTAT00085059032
Q5E9X5	ENSBTAT00090029610
Q5E9Z5	ENSBTAT00000052057
Q5E9Z5	ENSBTAT00000110243
Q5E9Z5	ENSBTAT00085033185
Q5E9Z5	ENSBTAT00085061780
Q5E9Z5	ENSBTAT00090023558
Q5E9Z5	ENSBTAT00090023560
Q5E9Z7	ENSBTAT00085066377
Q5E9Z7	ENSBTAT00090010962
Q5E9Z8	ENSBTAT00000002113
Q5E9Z8	ENSBTAT00085078535
Q5E9Z8	ENSBTAT00090043144
Q5EA00	ENSBTAT00000029227
Q5EA00	ENSBTAT00085010173
Q5EA00	ENSBTAT00090078585
Q5EA37	ENSBTAT00000003269
Q5EA43	ENSBTAT00090053181
Q5EA66	ENSBTAT00000020392
Q5EA66	ENSBTAT00085076380
Q5EA66	ENSBTAT00090062700
Q5EA68	ENSBTAT00000006494
Q5EA68	ENSBTAT00085038951
Q5EA68	ENSBTAT00090057038
Q5EA75	ENSBTAT00085016875
Q5EA75	ENSBTAT00090073033
Q5EA76	ENSBTAT00000020164
Q5EA76	ENSBTAT00085079613
Q5EA76	ENSBTAT00090052379
Q5EA80	ENSBTAT00000025020
Q5EA80	ENSBTAT00085082964
Q5EA80	ENSBTAT00090055025
Q5EA83	ENSBTAT00000013083
Q5EA83	ENSBTAT00085054139
Q5EA83	ENSBTAT00090072980
Q5EA90	ENSBTAT00000008944
Q5EA90	ENSBTAT00085085097
Q5EA90	ENSBTAT00090085663
Q5EA98	ENSBTAT00000022877
Q5EA98	ENSBTAT00085087432
Q5EA98	ENSBTAT00090041720
Q5EAB0	ENSBTAT00000001633
Q5EAB0	ENSBTAT00085050549
Q5EAB0	ENSBTAT00090035239
Q5EAB4	ENSBTAT00000054178
Q5EAB4	ENSBTAT00085034386
Q5EAB4	ENSBTAT00090078463
Q5EAC0	ENSBTAT00000020606
Q5EAC0	ENSBTAT00090063829
Q5EAC9	ENSBTAT00000001720
Q5EAC9	ENSBTAT00085083998
Q5EAC9	ENSBTAT00090059688
Q5EAD6	ENSBTAT00000020729
Q5EAD6	ENSBTAT00085078304
Q5EAD6	ENSBTAT00090057631
Q5EAE5	ENSBTAT00000123637
Q5EAE5	ENSBTAT00085060593
Q5EAE5	ENSBTAT00090080181
Q5EAE6	ENSBTAT00000008327
Q5EAE6	ENSBTAT00090049284
Q5EAJ6	ENSRNOT00000010914
Q5EAJ6	ENSRNOT00055037441
Q5EAJ6	ENSRNOT00060037587
Q5EAJ6	ENSRNOT00065039321
Q5EAQ1	ENSDART00000168938
Q5EB14	ENSDART00000006093
Q5EB39	ENSXETT00000013576
Q5EB73	ENSRNOT00000008883
Q5EB73	ENSRNOT00000104584
Q5EB73	ENSRNOT00000126055
Q5EB73	ENSRNOT00000129014
Q5EB73	ENSRNOT00000158578
Q5EB73	ENSRNOT00000168919
Q5EBE8	ENSXETT00000011458
Q5EBF6	ENSXETT00000124294
Q5EBG2	ENSXETT00000048482
Q5EBI0	ENSMUST00000222911
Q5EG71	ENSGALT00010007759
Q5F267	ENSMUST00000060417
Q5F339	ENSGALT00010050699
Q5F384	ENSGALT00010023213
Q5F3A1	ENSGALT00010040538
Q5F3B2	ENSGALT00010020241
Q5F3N9	ENSGALT00010063592
Q5F3R7	ENSGALT00010028036
Q5F4B3	ENSGALT00010036622
Q5FVA9	ENSXETT00000108028
Q5FVG1	ENSRNOT00000055536
Q5FVG1	ENSRNOT00055025766
Q5FVG1	ENSRNOT00060041673
Q5FVG1	ENSRNOT00065018334
Q5FVH0	ENSRNOT00055034465
Q5FVH0	ENSRNOT00060037995
Q5FVH0	ENSRNOT00065039240
Q5FVI4	ENSRNOT00000116264
Q5FVI4	ENSRNOT00055051109
Q5FVI4	ENSRNOT00060057413
Q5FVI4	ENSRNOT00065032927
Q5FVJ3	ENSRNOT00000013507
Q5FVJ4	ENSRNOT00000026526
Q5FVJ4	ENSRNOT00055042355
Q5FVJ4	ENSRNOT00060037725
Q5FVJ4	ENSRNOT00065021142
Q5FVJ7	ENSRNOT00000158050
Q5FVJ7	ENSRNOT00055000361
Q5FVJ7	ENSRNOT00060020238
Q5FVJ7	ENSRNOT00065002248
Q5FVJ8	ENSRNOT00000095899
Q5FVJ8	ENSRNOT00000122580
Q5FVJ8	ENSRNOT00000124310
Q5FVJ8	ENSRNOT00000132060
Q5FVJ8	ENSRNOT00000140010
Q5FVJ8	ENSRNOT00000142384
Q5FVJ8	ENSRNOT00000145892
Q5FVJ8	ENSRNOT00000157392
Q5FVJ8	ENSRNOT00000170408
Q5FVJ8	ENSRNOT00000171819
Q5FVJ8	ENSRNOT00055047322
Q5FVJ8	ENSRNOT00055047332
Q5FVJ8	ENSRNOT00055047337
Q5FVJ8	ENSRNOT00055047345
Q5FVJ8	ENSRNOT00060028952
Q5FVJ8	ENSRNOT00060028969
Q5FVJ8	ENSRNOT00060028988
Q5FVJ8	ENSRNOT00060029010
Q5FVJ8	ENSRNOT00060029016
Q5FVJ8	ENSRNOT00065011745
Q5FVJ8	ENSRNOT00065011749
Q5FVJ8	ENSRNOT00065011753
Q5FVJ8	ENSRNOT00065011757
Q5FVL0	ENSRNOT00000009334
Q5FVL0	ENSRNOT00055000623
Q5FVL0	ENSRNOT00060001488
Q5FVL0	ENSRNOT00065026719
Q5FVL2	ENSRNOT00000023855
Q5FVL2	ENSRNOT00055037727
Q5FVL2	ENSRNOT00060030760
Q5FVL2	ENSRNOT00065010509
Q5FVM7	ENSRNOT00055041378
Q5FVM7	ENSRNOT00060035048
Q5FVM7	ENSRNOT00065045624
Q5FVN2	ENSRNOT00000016224
Q5FVN2	ENSRNOT00055043652
Q5FVN2	ENSRNOT00060034019
Q5FVN2	ENSRNOT00065050596
Q5FVN6	ENSRNOT00000049038
Q5FVN6	ENSRNOT00055046232
Q5FVN6	ENSRNOT00060051665
Q5FVN6	ENSRNOT00065025793
Q5FVQ4	ENSRNOT00000038395
Q5FVQ4	ENSRNOT00055003067
Q5FVQ4	ENSRNOT00060011100
Q5FVQ4	ENSRNOT00065009797
Q5FVR2	ENSRNOT00065028522
Q5FVR3	ENSRNOT00000008987
Q5FVR3	ENSRNOT00055001635
Q5FVR3	ENSRNOT00060014862
Q5FVR3	ENSRNOT00065035267
Q5FVW4	ENSXETT00000013054
Q5FW05	ENSXETT00000008736
Q5FW29	ENSXETT00000072662
Q5FW37	ENSXETT00000087999
Q5FW38	ENSXETT00000001789
Q5FW38	ENSXETT00000107555
Q5FW38	ENSXETT00000109721
Q5FW38	ENSXETT00000111481
Q5FW38	ENSXETT00000116970
Q5FW57	ENSMUST00000092931
Q5FWS4	ENSRNOT00000057313
Q5FWS4	ENSRNOT00065042302
Q5FWT5	ENSRNOT00000018892
Q5FWT7	ENSRNOT00000006063
Q5FWT7	ENSRNOT00055032795
Q5FWT7	ENSRNOT00060035284
Q5FWT7	ENSRNOT00065001677
Q5FWT8	ENSRNOT00000149578
Q5FWT8	ENSRNOT00055039532
Q5FWT8	ENSRNOT00060057130
Q5FWT8	ENSRNOT00065053330
Q5FWU5	ENSRNOT00000050102
Q5FWU5	ENSRNOT00055032646
Q5FWU5	ENSRNOT00060022502
Q5FWU5	ENSRNOT00065038758
Q5FWV6	ENSXETT00000019687
Q5FYA8	ENST00000381130
Q5G6V9	ENSSSCT00000002192
Q5G6V9	ENSSSCT00000064495
Q5G6V9	ENSSSCT00015081329
Q5G6V9	ENSSSCT00025097662
Q5G6V9	ENSSSCT00025097775
Q5G6V9	ENSSSCT00030084024
Q5G6V9	ENSSSCT00030084061
Q5G6V9	ENSSSCT00035058921
Q5G6V9	ENSSSCT00035058928
Q5G6V9	ENSSSCT00040014372
Q5G6V9	ENSSSCT00040014403
Q5G6V9	ENSSSCT00045015210
Q5G6V9	ENSSSCT00045015248
Q5G6V9	ENSSSCT00050007891
Q5G6V9	ENSSSCT00050007910
Q5G6V9	ENSSSCT00055035195
Q5G6V9	ENSSSCT00055035425
Q5G6V9	ENSSSCT00060103565
Q5G6V9	ENSSSCT00060103642
Q5G6V9	ENSSSCT00065087321
Q5G6V9	ENSSSCT00065087327
Q5G6V9	ENSSSCT00070013566
Q5G6V9	ENSSSCT00070013575
Q5G6V9	ENSSSCT00085003647
Q5G6V9	ENSSSCT00085003656
Q5G863	ENSPTRT00000084879
Q5GAM0	ENSRNOT00000013619
Q5GAM0	ENSRNOT00000131731
Q5GAM0	ENSRNOT00000134727
Q5GF25	ENSRNOT00000011576
Q5GF25	ENSRNOT00055017207
Q5GF25	ENSRNOT00060023653
Q5GF25	ENSRNOT00065008521
Q5GFD9	ENSRNOT00000116602
Q5GFD9	ENSRNOT00055014456
Q5GFD9	ENSRNOT00060016243
Q5GFD9	ENSRNOT00065010288
Q5GH64	ENSMUST00000037235
Q5GH70	ENST00000408926
Q5GH70	ENST00000520030
Q5GH72	ENST00000562532
Q5GH73	ENST00000416569
Q5GH77	ENST00000331428
Q5GH77	ENST00000684488
Q5GLH2	ENSBTAT00000021347
Q5GLH2	ENSBTAT00085040524
Q5GLH2	ENSBTAT00090029855
Q5H913	ENST00000450457
Q5H9K5	ENST00000372782
Q5H9K5	ENST00000540921
Q5H9M0	ENST00000337685
Q5H9M0	ENST00000357175
Q5H9M0	ENST00000372552
Q5H9R4	ENST00000423738
Q5HY98	ENST00000439461
Q5HYK9	ENST00000292069
Q5HYK9	ENST00000504904
Q5HYR2	ENST00000334036
Q5HYR2	ENST00000373532
Q5HYR2	ENST00000595412
Q5HYR2	ENST00000615063
Q5HZA3	ENSRNOT00000017567
Q5HZA3	ENSRNOT00000094904
Q5HZA3	ENSRNOT00000111671
Q5HZA3	ENSRNOT00055043133
Q5HZA3	ENSRNOT00055043164
Q5HZA3	ENSRNOT00055043169
Q5HZA3	ENSRNOT00055043178
Q5HZA3	ENSRNOT00060035060
Q5HZA3	ENSRNOT00060035107
Q5HZA3	ENSRNOT00060035121
Q5HZA3	ENSRNOT00060035130
Q5HZA3	ENSRNOT00065016292
Q5HZA3	ENSRNOT00065016300
Q5HZA3	ENSRNOT00065016304
Q5HZA3	ENSRNOT00065016305
Q5HZA9	ENSRNOT00000038333
Q5HZB0	ENSRNOT00055009560
Q5HZB0	ENSRNOT00060026804
Q5HZB0	ENSRNOT00065003509
Q5HZB6	ENSRNOT00000075144
Q5HZB6	ENSRNOT00055053715
Q5HZB6	ENSRNOT00060057145
Q5HZB6	ENSRNOT00065056110
Q5HZE4	ENSRNOT00000003762
Q5HZE4	ENSRNOT00055013710
Q5HZE4	ENSRNOT00060022329
Q5HZE4	ENSRNOT00065016153
Q5HZE5	ENSRNOT00000012224
Q5HZE5	ENSRNOT00055013146
Q5HZE5	ENSRNOT00060025524
Q5HZE5	ENSRNOT00065009157
Q5HZH2	ENSMUST00000063574
Q5HZJ5	ENSMUST00000041913
Q5HZK1	ENSMUST00000040330
Q5HZT8	ENSXETT00000056707
Q5HZV9	ENSRNOT00055017212
Q5HZV9	ENSRNOT00060015118
Q5HZV9	ENSRNOT00065034270
Q5HZW3	ENSRNOT00000079190
Q5HZW3	ENSRNOT00055003375
Q5HZW3	ENSRNOT00060010248
Q5HZW3	ENSRNOT00065008598
Q5HZW7	ENSRNOT00000059210
Q5HZX7	ENSRNOT00000030244
Q5HZX7	ENSRNOT00055009151
Q5HZX7	ENSRNOT00060005857
Q5HZX7	ENSRNOT00065007777
Q5I082	ENSXETT00000014895
Q5I0B2	ENSXETT00000054089
Q5I0B2	ENSXETT00000069072
Q5I0B2	ENSXETT00000091317
Q5I0B2	ENSXETT00000098056
Q5I0B2	ENSXETT00000116535
Q5I0B5	ENSXETT00000120705
Q5I0D5	ENSRNOT00055044218
Q5I0D5	ENSRNOT00060038544
Q5I0D5	ENSRNOT00065032905
Q5I0D7	ENSRNOT00055053646
Q5I0D7	ENSRNOT00060048513
Q5I0D7	ENSRNOT00065054768
Q5I0G3	ENST00000374412
Q5I0H9	ENSRNOT00000067984
Q5I0H9	ENSRNOT00055029595
Q5I0H9	ENSRNOT00060029567
Q5I0H9	ENSRNOT00065031958
Q5I0I5	ENSRNOT00055037489
Q5I0I5	ENSRNOT00060023999
Q5I0I5	ENSRNOT00065019567
Q5I0J5	ENSRNOT00000024959
Q5I0J5	ENSRNOT00055031946
Q5I0J5	ENSRNOT00060031445
Q5I0J5	ENSRNOT00065050581
Q5I0K7	ENSRNOT00055044062
Q5I0K7	ENSRNOT00060032167
Q5I0K7	ENSRNOT00065046144
Q5I0K8	ENSRNOT00000005089
Q5I0K8	ENSRNOT00055056220
Q5I0K8	ENSRNOT00060042318
Q5I0K8	ENSRNOT00065034303
Q5I0L6	ENSRNOT00000006387
Q5I0L6	ENSRNOT00055001274
Q5I0L6	ENSRNOT00060013133
Q5I0L6	ENSRNOT00065034674
Q5I0P2	ENSRNOT00000015967
Q5I0P2	ENSRNOT00055037131
Q5I0P2	ENSRNOT00060036518
Q5I0P2	ENSRNOT00065010019
Q5I0X7	ENST00000333610
Q5IAA9	ENSPTRT00000036997
Q5IAB3	ENSPTRT00000037000
Q5IBH6	ENSMUST00000085733
Q5IFP1	ENSCAFT00000015969
Q5IFP1	ENSCAFT00030012465
Q5IFP1	ENSCAFT00040026459
Q5IFP1	ENSCAFT00805053390
Q5IFP1	ENSCAFT00845011264
Q5IRJ7	ENSRNOT00000074570
Q5IRJ7	ENSRNOT00055031662
Q5IRJ7	ENSRNOT00060021103
Q5IRJ7	ENSRNOT00065038335
Q5IS42	ENSPTRT00000038174
Q5IS58	ENSPTRT00000018072
Q5IS61	ENSPTRT00000008316
Q5IS87	ENSSBOT00000033114
Q5IXF8	ENSMUST00000051765
Q5J3E5	ENSRNOT00055005910
Q5J3E5	ENSRNOT00060049569
Q5J3E5	ENSRNOT00065024751
Q5J3F6	ENSRNOT00000083168
Q5J3F6	ENSRNOT00055005662
Q5J3F6	ENSRNOT00055005664
Q5J3F6	ENSRNOT00060050448
Q5J3F6	ENSRNOT00060050455
Q5J3F6	ENSRNOT00065024299
Q5J3F6	ENSRNOT00065024301
Q5J3G9	ENSRNOT00000150740
Q5J3L4	ENSRNOT00000080669
Q5J3L4	ENSRNOT00055007057
Q5J3L4	ENSRNOT00060054088
Q5J3L4	ENSRNOT00065028662
Q5J3L6	ENSRNOT00055006006
Q5J3L6	ENSRNOT00060049660
Q5J3L6	ENSRNOT00065024789
Q5J3N1	ENSRNOT00000091705
Q5J602	ENSMMUT00000012296
Q5JNZ3	ENST00000377179
Q5JNZ3	ENST00000383655
Q5JNZ3	ENST00000426120
Q5JNZ3	ENST00000429714
Q5JNZ3	ENST00000436574
Q5JNZ3	ENST00000452316
Q5JNZ3	ENST00000458265
Q5JPB2	ENST00000371030
Q5JPB2	ENST00000637017
Q5JPF3	ENST00000456556
Q5JPI3	ENST00000318887
Q5JQF8	ENST00000373519
Q5JQF8	ENST00000373521
Q5JQS5	ENST00000641149
Q5JQS5	ENST00000641527
Q5JQS6	ENST00000366488
Q5JQS6	ENST00000536561
Q5JRC9	ENST00000346193
Q5JRS4	ENST00000709165
Q5JRV8	ENST00000309720
Q5JS37	ENST00000379600
Q5JS54	ENST00000438998
Q5JSS6	ENST00000378240
Q5JSS6	ENST00000407572
Q5JTD7	ENST00000372441
Q5JU00	ENST00000371505
Q5JU67	ENST00000373295
Q5JUK9	ENST00000374951
Q5JUK9	ENST00000519203
Q5JV73	ENST00000276185
Q5JV73	ENST00000683843
Q5JVG2	ENST00000375495
Q5JVG2	ENST00000718324
Q5JVG8	ENST00000540806
Q5JVG8	ENST00000591639
Q5JWR5	ENST00000349129
Q5JX69	ENST00000371325
Q5JXM2	ENST00000338882
Q5JZQ7	ENSCAFT00000025898
Q5JZQ7	ENSCAFT00030029025
Q5JZQ7	ENSCAFT00040023273
Q5JZQ7	ENSCAFT00805035571
Q5JZQ7	ENSCAFT00845033703
Q5JZQ8	ENSCAFT00000027690
Q5JZQ8	ENSCAFT00030019914
Q5JZQ8	ENSCAFT00040048353
Q5JZQ8	ENSCAFT00805045567
Q5JZQ8	ENSCAFT00845033654
Q5K027	ENSORLT00000015722
Q5KR61	ENSRNOT00000000133
Q5KT10	ENSCART00000101788
Q5M7A7	ENSRNOT00000007104
Q5M7A7	ENSRNOT00055013458
Q5M7A7	ENSRNOT00060026019
Q5M7A7	ENSRNOT00065008161
Q5M7J9	ENSXETT00000007770
Q5M7N8	ENSXETT00000047327
Q5M7P6	ENSXETT00000024217
Q5M7S9	ENSXETT00000108718
Q5M7T1	ENSRNOT00000017603
Q5M7T1	ENSRNOT00055008619
Q5M7T1	ENSRNOT00060025234
Q5M7T1	ENSRNOT00065021174
Q5M7T4	ENSRNOT00000110731
Q5M7T4	ENSRNOT00055035174
Q5M7T4	ENSRNOT00060021257
Q5M7T4	ENSRNOT00065034945
Q5M7W4	ENSRNOT00000096952
Q5M7W4	ENSRNOT00055011255
Q5M7W4	ENSRNOT00060031695
Q5M7W4	ENSRNOT00065051337
Q5M808	ENSRNOT00000173309
Q5M808	ENSRNOT00055033130
Q5M808	ENSRNOT00060037291
Q5M808	ENSRNOT00065049979
Q5M823	ENSRNOT00055004830
Q5M823	ENSRNOT00060004968
Q5M823	ENSRNOT00065001765
Q5M827	ENSRNOT00000004884
Q5M827	ENSRNOT00055047560
Q5M827	ENSRNOT00060038331
Q5M827	ENSRNOT00065023054
Q5M836	ENSRNOT00000021818
Q5M836	ENSRNOT00055039984
Q5M836	ENSRNOT00060004436
Q5M836	ENSRNOT00065008139
Q5M843	ENSRNOT00055056599
Q5M843	ENSRNOT00060014452
Q5M843	ENSRNOT00065007363
Q5M856	ENSRNOT00000008837
Q5M856	ENSRNOT00055040556
Q5M856	ENSRNOT00060005013
Q5M856	ENSRNOT00065027268
Q5M864	ENSRNOT00000039344
Q5M870	ENSRNOT00000038610
Q5M870	ENSRNOT00055032677
Q5M870	ENSRNOT00060031680
Q5M870	ENSRNOT00065018275
Q5M877	ENSRNOT00000020493
Q5M877	ENSRNOT00055017871
Q5M877	ENSRNOT00060056348
Q5M877	ENSRNOT00065050889
Q5M880	ENSRNOT00000114669
Q5M880	ENSRNOT00055023904
Q5M880	ENSRNOT00060026685
Q5M880	ENSRNOT00065003878
Q5M882	ENSRNOT00000020474
Q5M882	ENSRNOT00055009260
Q5M882	ENSRNOT00060014496
Q5M882	ENSRNOT00065055645
Q5M8L8	ENSXETT00000045238
Q5M8N0	ENSMUST00000058159
Q5M8S2	ENSMUST00000176403
Q5M8Y2	ENSXETT00000023831
Q5M8Z6	ENSXETT00000002868
Q5M8Z6	ENSXETT00000061689
Q5M8Z6	ENSXETT00000087841
Q5M905	ENSXETT00000033244
Q5M936	ENSRNOT00000005726
Q5M936	ENSRNOT00055033042
Q5M936	ENSRNOT00060023728
Q5M936	ENSRNOT00065047718
Q5M947	ENSRNOT00000003359
Q5M947	ENSRNOT00055021259
Q5M947	ENSRNOT00060012547
Q5M947	ENSRNOT00065029107
Q5M962	ENSRNOT00000022142
Q5M962	ENSRNOT00055041669
Q5M962	ENSRNOT00060013361
Q5M962	ENSRNOT00065014959
Q5M971	ENSRNOT00000028664
Q5M971	ENSRNOT00055053345
Q5M971	ENSRNOT00055053348
Q5M971	ENSRNOT00055053355
Q5M971	ENSRNOT00060021365
Q5M971	ENSRNOT00065049167
Q5M9F0	ENSRNOT00000115913
Q5M9F0	ENSRNOT00055026945
Q5M9F0	ENSRNOT00060016084
Q5M9F0	ENSRNOT00065039182
Q5M9F1	ENSRNOT00000027145
Q5M9F1	ENSRNOT00055008748
Q5M9F1	ENSRNOT00060008603
Q5M9F1	ENSRNOT00065032522
Q5M9F5	ENSRNOT00000107739
Q5M9F5	ENSRNOT00055005137
Q5M9F5	ENSRNOT00060036142
Q5M9F5	ENSRNOT00065026600
Q5M9G7	ENSRNOT00000006395
Q5M9G7	ENSRNOT00055018676
Q5M9G7	ENSRNOT00060023691
Q5M9G7	ENSRNOT00065006384
Q5M9G8	ENSRNOT00000077584
Q5M9G8	ENSRNOT00055021380
Q5M9G8	ENSRNOT00060038591
Q5M9G8	ENSRNOT00065056990
Q5M9G9	ENSRNOT00000089133
Q5M9G9	ENSRNOT00055050364
Q5M9G9	ENSRNOT00060051025
Q5M9G9	ENSRNOT00065032458
Q5M9H0	ENSRNOT00055048888
Q5M9H0	ENSRNOT00060012071
Q5M9H0	ENSRNOT00065016273
Q5M9H1	ENSRNOT00000018506
Q5M9H1	ENSRNOT00055022332
Q5M9H1	ENSRNOT00060048131
Q5M9H1	ENSRNOT00065026777
Q5MCW4	ENST00000316950
Q5MCW4	ENST00000392149
Q5MJ12	ENSRNOT00055040664
Q5MJ12	ENSRNOT00060011549
Q5MJ12	ENSRNOT00065015098
Q5MYW4	ENSRNOT00055023648
Q5MYW4	ENSRNOT00060046013
Q5MYW4	ENSRNOT00065054793
Q5NC32	ENSMUST00000094055
Q5NC32	ENSMUST00000126388
Q5NC32	ENSMUST00000171032
Q5NCF2	ENSMUST00000102601
Q5NCF2	ENSMUST00000102602
Q5NCI0	ENSMUST00000093362
Q5NCX5	ENSMUST00000061837
Q5NCY3	ENSMUST00000051620
Q5NDE9	ENSCAFT00000095069
Q5NDE9	ENSCAFT00805034354
Q5NDE9	ENSCAFT00845037846
Q5NDL1	ENSPTRT00000028239
Q5NDL9	ENSCAFT00000100768
Q5NDL9	ENSCAFT00805048973
Q5NDL9	ENSCAFT00845019440
Q5NKV1	ENSGGOT00000014155
Q5NKV2	ENSPTRT00000017489
Q5NSW5	ENSRNOT00000019739
Q5NSW5	ENSRNOT00055004538
Q5NSW5	ENSRNOT00060002172
Q5NSW5	ENSRNOT00065014454
Q5NVC1	ENSPPYT00000035360
Q5NVE0	ENSPPYT00000016357
Q5NVF5	ENSPPYT00000042772
Q5NVF6	ENSPPYT00000003945
Q5NVI6	ENSPPYT00000035073
Q5NVK7	ENSPPYT00000010412
Q5NVM8	ENSPPYT00000038186
Q5NVN6	ENSPPYT00000016423
Q5NVQ1	ENSPPYT00000016252
Q5NVS4	ENSPPYT00000006595
Q5PNN8	ENSDART00000077715
Q5PPF5	ENSRNOT00000019084
Q5PPF5	ENSRNOT00055001953
Q5PPF5	ENSRNOT00060001876
Q5PPF5	ENSRNOT00065022951
Q5PPG7	ENSRNOT00000111867
Q5PPG7	ENSRNOT00055034792
Q5PPG7	ENSRNOT00060025526
Q5PPG7	ENSRNOT00065035943
Q5PPH0	ENSRNOT00055010068
Q5PPH0	ENSRNOT00060018666
Q5PPH0	ENSRNOT00065021267
Q5PPI7	ENSRNOT00000140144
Q5PPI7	ENSRNOT00055012655
Q5PPI7	ENSRNOT00060008537
Q5PPI7	ENSRNOT00065000631
Q5PPI7	ENSRNOT00065056690
Q5PPJ2	ENSRNOT00000101324
Q5PPJ2	ENSRNOT00055007233
Q5PPJ2	ENSRNOT00060001916
Q5PPJ2	ENSRNOT00065043670
Q5PPJ4	ENSRNOT00000005640
Q5PPJ4	ENSRNOT00055056623
Q5PPJ4	ENSRNOT00060056007
Q5PPJ4	ENSRNOT00065036893
Q5PPL2	ENSRNOT00000061916
Q5PPN2	ENSRNOT00000025410
Q5PPN2	ENSRNOT00055054470
Q5PPN2	ENSRNOT00060039370
Q5PPN2	ENSRNOT00065031977
Q5PPN4	ENSRNOT00000007802
Q5PPN4	ENSRNOT00055034772
Q5PPN4	ENSRNOT00060028830
Q5PPN4	ENSRNOT00065026252
Q5PPN5	ENSRNOT00000022863
Q5PPN5	ENSRNOT00055031976
Q5PPN5	ENSRNOT00060021984
Q5PPN5	ENSRNOT00065018012
Q5PQK8	ENSRNOT00000039729
Q5PQL5	ENSRNOT00000138550
Q5PQL5	ENSRNOT00055045620
Q5PQL5	ENSRNOT00060014644
Q5PQL5	ENSRNOT00065027923
Q5PQM2	ENSRNOT00000031625
Q5PQM2	ENSRNOT00055014723
Q5PQM2	ENSRNOT00060045244
Q5PQM2	ENSRNOT00065047100
Q5PQN1	ENSRNOT00055016754
Q5PQN1	ENSRNOT00060004693
Q5PQN1	ENSRNOT00065039348
Q5PQN4	ENSRNOT00055020927
Q5PQN4	ENSRNOT00060013983
Q5PQN4	ENSRNOT00065021494
Q5PQP2	ENSRNOT00000105146
Q5PQP2	ENSRNOT00055042947
Q5PQP2	ENSRNOT00060011012
Q5PQP2	ENSRNOT00065005392
Q5PQQ2	ENSRNOT00000007402
Q5PQQ2	ENSRNOT00055044485
Q5PQQ2	ENSRNOT00060014916
Q5PQQ2	ENSRNOT00065019165
Q5PQQ8	ENSRNOT00060006121
Q5PQQ9	ENSRNOT00000056590
Q5PQQ9	ENSRNOT00000081029
Q5PQR3	ENSRNOT00000000649
Q5PQR5	ENSRNOT00000066913
Q5PQR5	ENSRNOT00055002710
Q5PQR5	ENSRNOT00060043104
Q5PQR5	ENSRNOT00065018626
Q5PQT7	ENSRNOT00000011999
Q5PQT7	ENSRNOT00000149975
